SITE	BESTPROB	takifugu_rubripes1	takifugu_rubripes2	tetraodon_nigroviridis1	tetraodon_nigroviridis2	gasterosteus_aculeatus1	gasterosteus_aculeatus2	xiphophorus_maculatus1	xiphophorus_maculatus2	oryzias_latipes1	oryzias_latipes2	oreochromis_niloticus1	oreochromis_niloticus2	danio_rerio1	danio_rerio2	astyanax_mexicanus1	astyanax_mexicanus2
4716	0.786722	ENSTRUG00000011554	ENSTRUG00000012787	ENSTNIG00000003858	ENSTNIG00000003729	ENSGACG00000012304	ENSGACG00000019397	ENSXMAG00000014393	ENSXMAG00000006718	ENSORLG00000009803	ENSORLG00000003303	ENSONIG00000002224	ENSONIG00000018125	ENSDARG00000020235	ENSDARG00000103900	NONE	ENSAMXG00000009588
4717	0.815808	ENSTRUG00000011685	ENSTRUG00000012583	ENSTNIG00000005273	NONE	ENSGACG00000012320	ENSGACG00000019401	ENSXMAG00000014381	ENSXMAG00000006739	ENSORLG00000009837	ENSORLG00000003327	ENSONIG00000002210	ENSONIG00000018123	ENSDARG00000076847	ENSDARG00000103851	NONE	ENSAMXG00000009579
4718	0.886966	ENSTRUG00000011952	ENSTRUG00000012264	ENSTNIG00000003293	ENSTNIG00000003231	ENSGACG00000012363	ENSGACG00000019410	ENSXMAG00000014316	ENSXMAG00000006814	ENSORLG00000010097	ENSORLG00000003461	ENSONIG00000002188	ENSONIG00000018110	ENSDARG00000099996	ENSDARG00000103313	ENSAMXG00000010309	ENSAMXG00000009533
4719	0.961402	ENSTRUG00000012209	ENSTRUG00000012247	NONE	ENSTNIG00000003232	ENSGACG00000012403	ENSGACG00000019412	ENSXMAG00000014302	ENSXMAG00000006859	ENSORLG00000010192	ENSORLG00000003490	ENSONIG00000002183	ENSONIG00000018106	ENSDARG00000070565	NONE	ENSAMXG00000010307	NONE
4720	0.988471	NONE	ENSTRUG00000012221	NONE	ENSTNIG00000003233	NONE	ENSGACG00000019419	NONE	ENSXMAG00000006862	NONE	ENSORLG00000003496	NONE	ENSONIG00000018105	NONE	ENSDARG00000100548	NONE	ENSAMXG00000009531
4721	0.988564	ENSTRUG00000003242	NONE	ENSTNIG00000001784	NONE	ENSGACG00000014979	NONE	ENSXMAG00000012986	NONE	ENSORLG00000000808	NONE	ENSONIG00000009532	NONE	ENSDARG00000070261	NONE	ENSAMXG00000014466	NONE
4722	0.981308	ENSTRUG00000003743	ENSTRUG00000012137	ENSTNIG00000011282	ENSTNIG00000003234	ENSGACG00000014982	ENSGACG00000019421	ENSXMAG00000012979	NONE	ENSORLG00000000839	ENSORLG00000003511	ENSONIG00000009534	ENSONIG00000018096	ENSDARG00000070256	ENSDARG00000098924	ENSAMXG00000014485	ENSAMXG00000009503
4723	0.988512	NONE	ENSTRUG00000012005	NONE	ENSTNIG00000003235	NONE	ENSGACG00000019424	NONE	ENSXMAG00000017414	NONE	ENSORLG00000003546	NONE	ENSONIG00000018090	NONE	ENSDARG00000098433	NONE	ENSAMXG00000009478
4724	0.507282	ENSTRUG00000010508	ENSTRUG00000011924	ENSTNIG00000013988	ENSTNIG00000003236	ENSGACG00000005333	ENSGACG00000019442	ENSXMAG00000003503	ENSXMAG00000017397	ENSORLG00000003560	NONE	ENSONIG00000006210	ENSONIG00000018085	ENSDARG00000090170	ENSDARG00000103207	ENSAMXG00000010675	ENSAMXG00000006062
4725	0.987977	ENSTRUG00000010987	NONE	ENSTNIG00000013991	NONE	ENSGACG00000005388	NONE	ENSXMAG00000003449	NONE	ENSORLG00000017254	NONE	ENSONIG00000006224	NONE	ENSDARG00000010035	NONE	ENSAMXG00000010667	NONE
4726	0.984257	ENSTRUG00000011074	NONE	ENSTNIG00000013992	NONE	ENSGACG00000005394	ENSGACG00000002146	ENSXMAG00000003430	NONE	ENSORLG00000017244	NONE	ENSONIG00000006227	ENSONIG00000007288	ENSDARG00000008370	ENSDARG00000006125	NONE	ENSAMXG00000012543
4727	0.984098	ENSTRUG00000011141	ENSTRUG00000004141	ENSTNIG00000013993	ENSTNIG00000003785	ENSGACG00000005400	ENSGACG00000002199	ENSXMAG00000005138	NONE	ENSORLG00000017235	NONE	ENSONIG00000006231	ENSONIG00000007290	NONE	ENSDARG00000045051	ENSAMXG00000010666	ENSAMXG00000012556
4728	0.987528	ENSTRUG00000011243	NONE	ENSTNIG00000013994	NONE	ENSGACG00000005403	NONE	ENSXMAG00000005147	NONE	ENSORLG00000017223	NONE	ENSONIG00000006234	NONE	ENSDARG00000089260	NONE	ENSAMXG00000010658	NONE
4729	0.620014	ENSTRUG00000003494	ENSTRUG00000004901	ENSTNIG00000011528	NONE	ENSGACG00000014463	NONE	ENSXMAG00000005241	ENSXMAG00000000750	ENSORLG00000013013	ENSORLG00000001042	ENSONIG00000019536	ENSONIG00000009585	ENSDARG00000077177	ENSDARG00000063583	ENSAMXG00000015804	NONE
4730	0.75708	ENSTRUG00000004129	NONE	ENSTNIG00000011527	NONE	ENSGACG00000002288	NONE	ENSXMAG00000005272	NONE	ENSORLG00000013160	NONE	ENSONIG00000019538	NONE	ENSDARG00000026090	NONE	ENSAMXG00000015834	NONE
4731	0.56012	ENSTRUG00000017205	NONE	ENSTNIG00000006859	NONE	ENSGACG00000002392	NONE	ENSXMAG00000009759	NONE	ENSORLG00000013526	NONE	ENSONIG00000019571	NONE	ENSDARG00000059903	NONE	ENSAMXG00000016163	NONE
4732	0.384621	ENSTRUG00000017206	NONE	ENSTNIG00000006858	NONE	ENSGACG00000002377	ENSGACG00000014497	ENSXMAG00000005349	ENSXMAG00000000760	ENSORLG00000013546	ENSORLG00000001347	ENSONIG00000019572	ENSONIG00000009680	ENSDARG00000071877	NONE	ENSAMXG00000016169	NONE
4733	0.542448	ENSTRUG00000017210	NONE	ENSTNIG00000004140	NONE	ENSGACG00000002345	ENSGACG00000014513	ENSXMAG00000005403	ENSXMAG00000000008	ENSORLG00000013613	ENSORLG00000001371	ENSONIG00000019578	ENSONIG00000009691	ENSDARG00000099069	ENSDARG00000031618	ENSAMXG00000016221	ENSAMXG00000020848
4734	0.573761	NONE	ENSTRUG00000007144	ENSTNIG00000005723	ENSTNIG00000011258	ENSGACG00000005933	ENSGACG00000014516	NONE	ENSXMAG00000000011	NONE	ENSORLG00000001384	NONE	ENSONIG00000009694	NONE	ENSDARG00000059567	ENSAMXG00000020871	NONE
4735	0.650385	NONE	ENSTRUG00000007343	NONE	ENSTNIG00000011259	NONE	ENSGACG00000014523	NONE	ENSXMAG00000000013	NONE	ENSORLG00000001395	ENSONIG00000016932	ENSONIG00000009698	ENSDARG00000101169	ENSDARG00000006468	NONE	ENSAMXG00000013545
4736	0.672599	ENSTRUG00000012544	ENSTRUG00000007372	ENSTNIG00000018820	ENSTNIG00000011261	NONE	ENSGACG00000014532	ENSXMAG00000010043	ENSXMAG00000000015	ENSORLG00000010835	ENSORLG00000001410	ENSONIG00000016937	ENSONIG00000009703	NONE	ENSDARG00000038011	NONE	ENSAMXG00000017583
4737	0.730782	NONE	ENSTRUG00000000178	NONE	ENSTNIG00000011269	NONE	ENSGACG00000014634	NONE	ENSXMAG00000014036	NONE	ENSORLG00000001532	NONE	ENSONIG00000009738	NONE	ENSDARG00000091962	NONE	ENSAMXG00000014219
4738	0.730121	NONE	ENSTRUG00000000184	NONE	ENSTNIG00000011270	NONE	ENSGACG00000014635	NONE	ENSXMAG00000014040	NONE	ENSORLG00000001539	NONE	ENSONIG00000009739	NONE	ENSDARG00000015128	NONE	ENSAMXG00000014159
4739	0.304357	ENSTRUG00000011622	ENSTRUG00000007112	ENSTNIG00000018814	ENSTNIG00000012630	NONE	ENSGACG00000012617	ENSXMAG00000010002	ENSXMAG00000014069	NONE	ENSORLG00000010742	ENSONIG00000016913	ENSONIG00000002088	ENSDARG00000053467	ENSDARG00000042900	NONE	ENSAMXG00000013159
4740	0.570486	ENSTRUG00000002402	NONE	ENSTNIG00000004171	NONE	ENSGACG00000005901	NONE	ENSXMAG00000012203	NONE	ENSORLG00000020741	NONE	ENSONIG00000019586	NONE	ENSDARG00000104719	NONE	ENSAMXG00000016253	NONE
4741	0.583257	NONE	ENSTRUG00000008332	NONE	ENSTNIG00000012633	NONE	ENSGACG00000012598	NONE	ENSXMAG00000014091	NONE	ENSORLG00000010648	NONE	ENSONIG00000002109	NONE	ENSDARG00000014366	NONE	ENSAMXG00000020856
4742	0.285957	ENSTRUG00000003421	ENSTRUG00000008658	ENSTNIG00000004170	ENSTNIG00000012635	ENSGACG00000005897	ENSGACG00000012587	ENSXMAG00000012308	ENSXMAG00000014100	NONE	ENSORLG00000010607	ENSONIG00000019589	ENSONIG00000002115	ENSDARG00000013460	ENSDARG00000059139	ENSAMXG00000016260	NONE
4743	0.283088	ENSTRUG00000003534	ENSTRUG00000008713	ENSTNIG00000011508	ENSTNIG00000012636	ENSGACG00000005010	ENSGACG00000012584	ENSXMAG00000019465	ENSXMAG00000019792	ENSORLG00000020744	ENSORLG00000010600	ENSONIG00000021200	ENSONIG00000020854	ENSDARG00000032619	ENSDARG00000021372	ENSAMXG00000024849	NONE
4744	0.280102	ENSTRUG00000003579	ENSTRUG00000008729	ENSTNIG00000011509	ENSTNIG00000012637	ENSGACG00000004995	ENSGACG00000012567	ENSXMAG00000012309	ENSXMAG00000014104	ENSORLG00000020750	ENSORLG00000010577	ENSONIG00000019590	ENSONIG00000002119	ENSDARG00000074531	ENSDARG00000078142	ENSAMXG00000016270	NONE
4745	0.76596	NONE	ENSTRUG00000005988	NONE	ENSTNIG00000008938	NONE	ENSGACG00000018175	NONE	ENSXMAG00000009248	NONE	ENSORLG00000005817	NONE	ENSONIG00000012912	NONE	ENSDARG00000076667	NONE	ENSAMXG00000018968
4746	0.76603	NONE	ENSTRUG00000005897	NONE	ENSTNIG00000008937	NONE	ENSGACG00000018171	NONE	ENSXMAG00000009257	NONE	ENSORLG00000005782	NONE	ENSONIG00000012914	NONE	ENSDARG00000078059	NONE	ENSAMXG00000018964
4747	0.76603	ENSTRUG00000005672	NONE	ENSTNIG00000011513	NONE	ENSGACG00000005046	NONE	ENSXMAG00000012425	NONE	ENSORLG00000020762	NONE	ENSONIG00000019599	NONE	ENSDARG00000031261	NONE	ENSAMXG00000014222	NONE
4748	0.76603	ENSTRUG00000005807	NONE	ENSTNIG00000011514	NONE	ENSGACG00000005054	NONE	ENSXMAG00000012430	NONE	ENSORLG00000020765	NONE	ENSONIG00000019600	NONE	ENSDARG00000028507	NONE	ENSAMXG00000014285	NONE
4749	0.76603	ENSTRUG00000007743	NONE	ENSTNIG00000011518	NONE	ENSGACG00000005127	NONE	ENSXMAG00000012654	NONE	ENSORLG00000020009	NONE	ENSONIG00000019613	NONE	ENSDARG00000056605	NONE	ENSAMXG00000015647	NONE
4750	0.76603	ENSTRUG00000007933	NONE	ENSTNIG00000011519	NONE	ENSGACG00000005142	NONE	ENSXMAG00000012681	NONE	ENSORLG00000020022	NONE	ENSONIG00000019615	NONE	ENSDARG00000077098	NONE	ENSAMXG00000015602	NONE
4751	0.76603	ENSTRUG00000008902	NONE	ENSTNIG00000011523	NONE	ENSGACG00000005315	NONE	ENSXMAG00000012752	NONE	ENSORLG00000020371	NONE	ENSONIG00000021202	NONE	ENSDARG00000009624	NONE	ENSAMXG00000025203	NONE
4752	0.765984	ENSTRUG00000006533	NONE	ENSTNIG00000018196	NONE	ENSGACG00000020739	NONE	ENSXMAG00000001711	NONE	ENSORLG00000001267	NONE	ENSONIG00000008436	NONE	ENSDARG00000053665	NONE	ENSAMXG00000012802	NONE
4753	0.758	ENSTRUG00000004791	ENSTRUG00000005703	ENSTNIG00000018194	ENSTNIG00000008936	ENSGACG00000020742	ENSGACG00000018169	ENSXMAG00000012573	ENSXMAG00000009263	ENSORLG00000018969	ENSORLG00000005768	ENSONIG00000008427	ENSONIG00000012917	ENSDARG00000058736	ENSDARG00000075058	ENSAMXG00000012764	ENSAMXG00000018951
4754	0.750721	ENSTRUG00000002628	ENSTRUG00000005507	NONE	ENSTNIG00000008935	ENSGACG00000020743	ENSGACG00000018167	ENSXMAG00000012500	ENSXMAG00000009289	ENSORLG00000018987	ENSORLG00000005749	ENSONIG00000008421	ENSONIG00000012920	ENSDARG00000100032	ENSDARG00000079586	NONE	ENSAMXG00000018946
4755	0.738283	ENSTRUG00000004657	NONE	ENSTNIG00000016086	NONE	ENSGACG00000020877	NONE	ENSXMAG00000012038	NONE	ENSORLG00000001111	NONE	ENSONIG00000017218	NONE	ENSDARG00000099648	NONE	ENSAMXG00000010601	NONE
4756	0.761253	ENSTRUG00000007326	NONE	ENSTNIG00000016089	NONE	ENSGACG00000020880	NONE	ENSXMAG00000008251	NONE	ENSORLG00000001025	NONE	ENSONIG00000017248	NONE	ENSDARG00000044319	NONE	ENSAMXG00000001363	NONE
4757	0.765994	ENSTRUG00000008007	NONE	ENSTNIG00000016092	NONE	ENSGACG00000020884	NONE	ENSXMAG00000008273	NONE	ENSORLG00000000961	NONE	ENSONIG00000017266	NONE	ENSDARG00000003151	NONE	ENSAMXG00000015709	NONE
4758	0.766029	NONE	ENSTRUG00000002626	NONE	ENSTNIG00000008931	NONE	ENSGACG00000018159	NONE	ENSXMAG00000009374	NONE	ENSORLG00000005583	NONE	ENSONIG00000012940	NONE	ENSDARG00000019963	NONE	ENSAMXG00000018976
4759	0.76523	ENSTRUG00000008018	NONE	ENSTNIG00000016093	NONE	ENSGACG00000020885	NONE	ENSXMAG00000008278	ENSXMAG00000009386	ENSORLG00000000957	NONE	ENSONIG00000017267	ENSONIG00000012943	ENSDARG00000053404	ENSDARG00000030224	ENSAMXG00000015671	NONE
4760	0.765783	ENSTRUG00000008268	NONE	ENSTNIG00000016094	NONE	ENSGACG00000003480	NONE	ENSXMAG00000008284	NONE	ENSORLG00000000951	NONE	ENSONIG00000017270	NONE	ENSDARG00000026035	NONE	ENSAMXG00000015642	NONE
4761	0.76596	ENSTRUG00000008548	NONE	ENSTNIG00000016097	NONE	ENSGACG00000001474	NONE	ENSXMAG00000008294	NONE	ENSORLG00000000932	NONE	ENSONIG00000017278	NONE	ENSDARG00000103403	NONE	ENSAMXG00000018108	NONE
4762	0.765794	ENSTRUG00000008656	NONE	ENSTNIG00000016098	NONE	ENSGACG00000001467	NONE	ENSXMAG00000008298	NONE	ENSORLG00000000920	NONE	ENSONIG00000017279	NONE	ENSDARG00000104375	NONE	ENSAMXG00000018129	NONE
4763	0.616526	ENSTRUG00000008878	NONE	ENSTNIG00000016100	NONE	ENSGACG00000000166	NONE	ENSXMAG00000008312	NONE	ENSORLG00000000903	NONE	ENSONIG00000017282	NONE	ENSDARG00000099458	NONE	ENSAMXG00000008413	NONE
4764	0.510152	ENSTRUG00000009039	NONE	ENSTNIG00000001939	NONE	ENSGACG00000000165	NONE	ENSXMAG00000009401	NONE	ENSORLG00000000878	NONE	ENSONIG00000020558	NONE	ENSDARG00000104582	ENSDARG00000060018	ENSAMXG00000008433	NONE
4765	0.765441	NONE	ENSTRUG00000001335	NONE	ENSTNIG00000009677	NONE	ENSGACG00000018144	NONE	ENSXMAG00000009007	NONE	ENSORLG00000005505	NONE	ENSONIG00000012957	NONE	ENSDARG00000038870	NONE	ENSAMXG00000002404
4766	0.759893	ENSTRUG00000009697	NONE	ENSTNIG00000016108	NONE	ENSGACG00000001458	NONE	ENSXMAG00000018808	NONE	ENSORLG00000000788	NONE	ENSONIG00000017311	ENSONIG00000017315	ENSDARG00000026236	NONE	ENSAMXG00000000852	NONE
4767	0.765543	NONE	ENSTRUG00000001288	NONE	ENSTNIG00000009009	NONE	ENSGACG00000018143	NONE	ENSXMAG00000009006	NONE	ENSORLG00000005474	NONE	ENSONIG00000012958	NONE	ENSDARG00000059944	NONE	ENSAMXG00000002398
4768	0.603647	ENSTRUG00000008130	ENSTRUG00000001030	NONE	ENSTNIG00000004653	NONE	ENSGACG00000018139	ENSXMAG00000007041	ENSXMAG00000009000	ENSORLG00000000704	ENSORLG00000005454	ENSONIG00000017859	ENSONIG00000012960	ENSDARG00000011317	NONE	ENSAMXG00000005753	NONE
4769	0.708777	ENSTRUG00000008262	NONE	ENSTNIG00000007599	NONE	ENSGACG00000020892	NONE	ENSXMAG00000007007	NONE	ENSORLG00000000743	NONE	ENSONIG00000017873	NONE	ENSDARG00000004956	NONE	ENSAMXG00000005811	NONE
4770	0.761028	NONE	ENSTRUG00000000999	NONE	ENSTNIG00000000182	NONE	ENSGACG00000018137	NONE	ENSXMAG00000008996	NONE	ENSORLG00000005451	NONE	ENSONIG00000012963	NONE	ENSDARG00000037421	NONE	ENSAMXG00000000433
4771	0.765484	NONE	ENSTRUG00000000867	NONE	ENSTNIG00000010516	NONE	ENSGACG00000018131	NONE	ENSXMAG00000008990	NONE	ENSORLG00000005430	NONE	ENSONIG00000012966	NONE	ENSDARG00000062267	NONE	ENSAMXG00000016029
4772	0.760998	NONE	ENSTRUG00000000804	NONE	ENSTNIG00000010515	NONE	ENSGACG00000018129	NONE	ENSXMAG00000008985	NONE	ENSORLG00000005391	NONE	ENSONIG00000012972	NONE	ENSDARG00000025465	NONE	ENSAMXG00000016015
4773	0.630639	ENSTRUG00000008411	ENSTRUG00000000612	NONE	ENSTNIG00000010512	NONE	ENSGACG00000018116	NONE	ENSXMAG00000008957	NONE	ENSORLG00000005327	NONE	ENSONIG00000012982	NONE	ENSDARG00000007960	ENSAMXG00000002560	ENSAMXG00000007455
4774	0.633623	NONE	ENSTRUG00000000550	NONE	ENSTNIG00000010510	NONE	ENSGACG00000018103	NONE	ENSXMAG00000008940	NONE	ENSORLG00000005276	NONE	ENSONIG00000012984	NONE	ENSDARG00000041619	ENSAMXG00000002584	ENSAMXG00000007457
4775	0.754728	ENSTRUG00000008809	ENSTRUG00000000369	ENSTNIG00000007593	ENSTNIG00000010508	NONE	ENSGACG00000018091	NONE	ENSXMAG00000008878	ENSORLG00000015445	ENSORLG00000005253	NONE	ENSONIG00000012991	NONE	ENSDARG00000005908	ENSAMXG00000002614	ENSAMXG00000007460
4776	0.761859	NONE	ENSTRUG00000000280	NONE	ENSTNIG00000010505	NONE	ENSGACG00000018076	NONE	ENSXMAG00000008807	NONE	ENSORLG00000005162	NONE	ENSONIG00000013003	NONE	ENSDARG00000077364	NONE	ENSAMXG00000007468
4777	0.761322	NONE	ENSTRUG00000000225	NONE	ENSTNIG00000010504	NONE	ENSGACG00000018062	NONE	ENSXMAG00000008775	NONE	ENSORLG00000005129	NONE	ENSONIG00000013006	NONE	ENSDARG00000044094	NONE	ENSAMXG00000007472
4778	0.60337	NONE	ENSTRUG00000002818	NONE	ENSTNIG00000004443	NONE	ENSGACG00000018046	NONE	ENSXMAG00000008730	NONE	ENSORLG00000005059	NONE	ENSONIG00000013027	NONE	ENSDARG00000008255	NONE	ENSAMXG00000019140
4779	0.450003	NONE	ENSTRUG00000003396	NONE	ENSTNIG00000014234	NONE	ENSGACG00000018035	NONE	ENSXMAG00000008715	NONE	ENSORLG00000005028	NONE	ENSONIG00000013040	ENSDARG00000021521	ENSDARG00000060200	ENSAMXG00000018500	ENSAMXG00000019149
4780	0.332133	NONE	ENSTRUG00000004035	NONE	ENSTNIG00000014233	NONE	ENSGACG00000018033	NONE	ENSXMAG00000008700	NONE	ENSORLG00000005005	NONE	ENSONIG00000013045	ENSDARG00000015404	ENSDARG00000102393	ENSAMXG00000018516	ENSAMXG00000019160
4781	0.293536	NONE	ENSTRUG00000005079	ENSTNIG00000003718	ENSTNIG00000014230	NONE	ENSGACG00000018023	NONE	ENSXMAG00000008661	NONE	ENSORLG00000004942	NONE	ENSONIG00000013050	ENSDARG00000103606	ENSDARG00000062397	ENSAMXG00000019198	ENSAMXG00000017160
4782	0.431645	NONE	ENSTRUG00000005735	NONE	ENSTNIG00000014229	NONE	ENSGACG00000018016	NONE	ENSXMAG00000008646	NONE	ENSORLG00000004913	NONE	ENSONIG00000013056	ENSDARG00000036628	ENSDARG00000009087	NONE	ENSAMXG00000017144
4783	0.572989	ENSTRUG00000008162	NONE	ENSTNIG00000005604	NONE	ENSGACG00000016141	NONE	ENSXMAG00000009500	NONE	ENSORLG00000005462	NONE	ENSONIG00000008972	NONE	ENSDARG00000062122	NONE	ENSAMXG00000015402	NONE
4784	0.574143	NONE	ENSTRUG00000005874	NONE	ENSTNIG00000014227	NONE	ENSGACG00000018011	NONE	ENSXMAG00000008628	NONE	ENSORLG00000004891	NONE	ENSONIG00000013061	NONE	ENSDARG00000077823	NONE	ENSAMXG00000017113
4785	0.349291	NONE	ENSTRUG00000006553	NONE	ENSTNIG00000014226	NONE	ENSGACG00000018007	NONE	ENSXMAG00000008588	NONE	ENSORLG00000004849	NONE	ENSONIG00000013065	NONE	ENSDARG00000102986	ENSAMXG00000008217	ENSAMXG00000017088
4786	0.765934	ENSTRUG00000008937	NONE	ENSTNIG00000005606	NONE	ENSGACG00000016149	NONE	ENSXMAG00000009566	NONE	ENSORLG00000005576	NONE	ENSONIG00000008987	NONE	ENSDARG00000054799	NONE	ENSAMXG00000021652	NONE
4787	0.766004	ENSTRUG00000009221	NONE	ENSTNIG00000005607	NONE	ENSGACG00000016153	NONE	ENSXMAG00000009586	NONE	ENSORLG00000005590	NONE	ENSONIG00000008992	NONE	ENSDARG00000037350	NONE	ENSAMXG00000021653	NONE
4788	0.766004	NONE	ENSTRUG00000008055	NONE	ENSTNIG00000014223	NONE	ENSGACG00000017998	NONE	ENSXMAG00000008547	NONE	ENSORLG00000004771	NONE	ENSONIG00000004858	NONE	ENSDARG00000063359	NONE	ENSAMXG00000000812
4789	0.766004	ENSTRUG00000009509	NONE	ENSTNIG00000005609	NONE	ENSGACG00000016178	NONE	ENSXMAG00000009602	NONE	ENSORLG00000005642	NONE	ENSONIG00000008996	NONE	ENSDARG00000019838	NONE	ENSAMXG00000021654	NONE
4790	0.766004	NONE	ENSTRUG00000009761	NONE	ENSTNIG00000014212	NONE	ENSGACG00000017960	NONE	ENSXMAG00000008415	NONE	ENSORLG00000004469	NONE	ENSONIG00000004901	NONE	ENSDARG00000043031	NONE	ENSAMXG00000003964
4791	0.766003	NONE	ENSTRUG00000010012	NONE	ENSTNIG00000014210	NONE	ENSGACG00000017954	NONE	ENSXMAG00000008401	NONE	ENSORLG00000004414	NONE	ENSONIG00000004905	NONE	ENSDARG00000076294	NONE	ENSAMXG00000003959
4792	0.765628	ENSTRUG00000012250	ENSTRUG00000010130	ENSTNIG00000005475	ENSTNIG00000014209	ENSGACG00000016184	ENSGACG00000017946	ENSXMAG00000009614	ENSXMAG00000008397	ENSORLG00000005661	ENSORLG00000004403	ENSONIG00000009013	ENSONIG00000004908	ENSDARG00000013505	ENSDARG00000089055	ENSAMXG00000021656	ENSAMXG00000003951
4793	0.765934	ENSTRUG00000013066	NONE	ENSTNIG00000005175	NONE	ENSGACG00000016192	NONE	ENSXMAG00000020170	NONE	ENSORLG00000005692	NONE	ENSONIG00000021413	NONE	ENSDARG00000070121	NONE	ENSAMXG00000025269	NONE
4794	0.759974	ENSTRUG00000013071	ENSTRUG00000010253	ENSTNIG00000005176	ENSTNIG00000014208	ENSGACG00000016193	ENSGACG00000017944	ENSXMAG00000009679	ENSXMAG00000008384	ENSORLG00000005701	ENSORLG00000004390	ENSONIG00000009019	ENSONIG00000004911	ENSDARG00000054680	NONE	ENSAMXG00000021659	ENSAMXG00000003947
4795	0.765936	NONE	ENSTRUG00000010984	NONE	ENSTNIG00000000640	NONE	ENSGACG00000017934	NONE	ENSXMAG00000008356	NONE	ENSORLG00000004323	NONE	ENSONIG00000004941	NONE	ENSDARG00000074644	NONE	ENSAMXG00000015732
4796	0.765913	ENSTRUG00000013237	NONE	ENSTNIG00000005179	NONE	ENSGACG00000016196	NONE	ENSXMAG00000009716	NONE	ENSORLG00000005750	NONE	ENSONIG00000009028	NONE	ENSDARG00000004246	NONE	ENSAMXG00000006932	NONE
4797	0.756649	NONE	ENSTRUG00000002977	NONE	ENSTNIG00000004211	NONE	ENSGACG00000017907	NONE	ENSXMAG00000008339	NONE	ENSORLG00000004158	NONE	ENSONIG00000004969	NONE	ENSDARG00000102943	ENSAMXG00000010019	ENSAMXG00000015994
4798	0.738251	ENSTRUG00000014050	NONE	ENSTNIG00000006127	NONE	ENSGACG00000016223	NONE	ENSXMAG00000009874	NONE	ENSORLG00000005847	NONE	ENSONIG00000009061	NONE	ENSDARG00000061985	NONE	ENSAMXG00000021794	NONE
4799	0.820022	NONE	ENSTRUG00000003073	NONE	ENSTNIG00000008578	NONE	ENSGACG00000020202	NONE	ENSXMAG00000013870	NONE	ENSORLG00000012564	NONE	ENSONIG00000020517	NONE	ENSDARG00000043285	NONE	ENSAMXG00000008857
4800	0.820098	ENSTRUG00000018557	NONE	ENSTNIG00000018111	NONE	ENSGACG00000007207	NONE	ENSXMAG00000002256	NONE	ENSORLG00000009920	NONE	ENSONIG00000011923	NONE	ENSDARG00000077836	NONE	ENSAMXG00000010184	NONE
4801	0.820098	NONE	ENSTRUG00000002982	NONE	ENSTNIG00000008579	NONE	ENSGACG00000020203	NONE	ENSXMAG00000013867	NONE	ENSORLG00000012558	NONE	ENSONIG00000011347	NONE	ENSDARG00000043287	NONE	ENSAMXG00000008856
4802	0.820098	NONE	ENSTRUG00000002343	NONE	ENSTNIG00000008580	NONE	ENSGACG00000020204	NONE	ENSXMAG00000013863	NONE	ENSORLG00000012550	NONE	ENSONIG00000011348	NONE	ENSDARG00000105000	NONE	ENSAMXG00000008752
4803	0.820098	NONE	ENSTRUG00000001452	NONE	ENSTNIG00000008583	NONE	ENSGACG00000020205	NONE	ENSXMAG00000013849	NONE	ENSORLG00000012533	NONE	ENSONIG00000011354	NONE	ENSDARG00000098867	NONE	ENSAMXG00000008771
4804	0.82006	NONE	ENSTRUG00000001883	NONE	ENSTNIG00000008582	NONE	ENSGACG00000020206	NONE	ENSXMAG00000013841	NONE	ENSORLG00000012500	NONE	ENSONIG00000013876	NONE	ENSDARG00000043211	NONE	ENSAMXG00000016575
4805	0.820098	ENSTRUG00000018558	NONE	ENSTNIG00000018112	NONE	ENSGACG00000007214	NONE	ENSXMAG00000002265	NONE	ENSORLG00000009904	NONE	ENSONIG00000009983	NONE	ENSDARG00000044405	NONE	ENSAMXG00000010180	NONE
4806	0.820098	NONE	ENSTRUG00000002073	NONE	ENSTNIG00000009928	NONE	ENSGACG00000020565	NONE	ENSXMAG00000008631	NONE	ENSORLG00000004047	NONE	ENSONIG00000012597	NONE	ENSDARG00000078658	NONE	ENSAMXG00000016400
4807	0.820098	NONE	ENSTRUG00000001657	NONE	ENSTNIG00000009927	NONE	ENSGACG00000020564	NONE	ENSXMAG00000008621	NONE	ENSORLG00000004025	NONE	ENSONIG00000012607	NONE	ENSDARG00000068755	NONE	ENSAMXG00000016238
4808	0.820098	NONE	ENSTRUG00000001446	NONE	ENSTNIG00000009926	NONE	ENSGACG00000020563	NONE	ENSXMAG00000008607	NONE	ENSORLG00000003991	NONE	ENSONIG00000012610	NONE	ENSDARG00000061235	NONE	ENSAMXG00000016194
4809	0.820062	NONE	ENSTRUG00000001196	NONE	ENSTNIG00000009925	NONE	ENSGACG00000020562	NONE	ENSXMAG00000008595	NONE	ENSORLG00000003956	NONE	ENSONIG00000012614	NONE	ENSDARG00000021938	NONE	ENSAMXG00000016178
4810	0.807681	ENSTRUG00000018561	ENSTRUG00000011827	ENSTNIG00000018114	ENSTNIG00000006942	ENSGACG00000007249	NONE	ENSXMAG00000002270	NONE	ENSORLG00000009850	NONE	ENSONIG00000009985	ENSONIG00000018603	ENSDARG00000097897	NONE	ENSAMXG00000010626	ENSAMXG00000018748
